FilePath,FileName,FileModifyDate,Frame,file,max_detection_conf,category,conf,bbox1,bbox2,bbox3,bbox4
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG,EK000037.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000037.JPG,0.792,1,0.792,0.5027,0.4897,0.06464,0.06168
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000032.JPG,EK000032.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000032.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000032.JPG,0.938,1,0.938,0.4393,0.3247,0.1185,0.1123
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000046.JPG,EK000046.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000046.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000046.JPG,0.766,1,0.21,0.2512,0.5641,0.04534,0.0482
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000046.JPG,EK000046.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000046.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000046.JPG,0.766,1,0.766,0.2334,0.6013,0.07843,0.1058
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000030.JPG,EK000030.JPG,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000030.JPG,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000030.JPG,0.865,1,0.865,0.02,0.3929,0.1734,0.1446
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,0.907,1,0.00588,0.1953,0.1402,0.1703,0.1333
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,0.907,1,0.00631,0.6453,0.1777,0.121,0.1166
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,0.907,1,0.0237,0.3273,0.1402,0.04609,0.1263
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,0.907,2,0.0581,0.7054,0.02222,0.05937,0.2597
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,0.907,2,0.0685,0.664,0.02,0.09921,0.1722
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,0.907,2,0.0725,0.9671,0.02,0.03281,0.2833
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,0.907,2,0.222,0.7265,0.02,0.0375,0.1708
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,0.907,1,0.298,0.2828,0.15,0.08281,0.118
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,0.907,2,0.885,0.639,0.02777,0.1273,0.2652
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-0.jpg,0.907,2,0.907,0.896,0.02,0.1039,0.3166
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-161.jpg,0.838,1,0.00688,0.5085,0.6361,0.05234,0.08888
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000011.AVI,EK000011.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000011-02340-161.jpg,0.838,2,0.838,0.6445,0.02,0.1148,0.2916
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000023.AVI,EK000023.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000023-14683-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000023-14683-0.jpg,0.0605,1,0.0144,0.4421,0.5333,0.04609,0.04166
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000023.AVI,EK000023.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000023-14683-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000023-14683-0.jpg,0.0605,1,0.0605,0.09921,0.5472,0.0789,0.06666
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000023.AVI,EK000023.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000023-14683-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000023-14683-161.jpg,0.0104,1,0.0104,0.4414,0.5333,0.04687,0.04583
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000035.AVI,EK000035.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000035-49377-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000035-49377-0.jpg,0.829,1,0.00559,0.5468,0.5194,0.08281,0.1305
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000035.AVI,EK000035.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000035-49377-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000035-49377-0.jpg,0.829,1,0.829,0.7921,0.2097,0.171,0.1277
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000035.AVI,EK000035.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000035-49377-96.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000035-49377-96.jpg,0.331,1,0.0949,0.2453,0.6222,0.07109,0.143
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000035.AVI,EK000035.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000035-49377-96.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000035-49377-96.jpg,0.331,1,0.331,0.5468,0.518,0.07578,0.1361
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000051.AVI,EK000051.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-0.jpg,0.0108,1,0.00703,0.3023,0.8944,0.08828,0.06111
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000051.AVI,EK000051.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-0.jpg,0.0108,1,0.0108,0.3367,0.4694,0.04296,0.04166
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000051.AVI,EK000051.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-161.jpg,0.0124,1,0.0104,0.3015,0.8958,0.08906,0.05972
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000051.AVI,EK000051.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-161.jpg,0.0124,1,0.0115,0.5445,0.3986,0.04609,0.04583
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000051.AVI,EK000051.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000051-28260-161.jpg,0.0124,1,0.0124,0.3374,0.4708,0.04062,0.03472
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000055.AVI,EK000055.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-0.jpg,0.0336,1,0.00678,0.5515,0.4805,0.05234,0.05416
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000055.AVI,EK000055.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-0.jpg,0.0336,1,0.011,0.5421,0.5472,0.07265,0.05416
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000055.AVI,EK000055.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-0.jpg,0.0336,1,0.0336,0.8695,0.4694,0.06718,0.04861
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000055.AVI,EK000055.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-161.jpg,0.198,1,0.00644,0.4218,0.5291,0.06562,0.04861
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000055.AVI,EK000055.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000055-21529-161.jpg,0.198,1,0.198,0.8828,0.4694,0.05468,0.04861
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000015.AVI,EK000015.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000015-10744-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000015-10744-0.jpg,0.894,1,0.894,0.8312,0.02,0.1687,0.7152
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000015.AVI,EK000015.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000015-10744-96.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000015-10744-96.jpg,0.0719,1,0.0719,0.5476,0.5083,0.07656,0.1208
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg,0.0448,1,0.00565,0.8656,0.4722,0.07578,0.04722
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg,0.0448,1,0.00589,0.2562,0.5902,0.05,0.05555
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg,0.0448,1,0.00973,0.2101,0.5944,0.1062,0.1916
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg,0.0448,1,0.0116,0.3187,0.4291,0.04062,0.04861
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-0.jpg,0.0448,1,0.0448,0.4421,0.5402,0.04687,0.04722
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-159.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-159.jpg,0.101,1,0.00579,0.1921,0.9152,0.07734,0.03888
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-159.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-159.jpg,0.101,1,0.00721,0.2546,0.593,0.05,0.05555
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-159.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-159.jpg,0.101,1,0.0418,0.2226,0.6222,0.09765,0.1638
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000047.AVI,EK000047.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-159.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000047-25771-159.jpg,0.101,1,0.101,0.4429,0.5416,0.04374,0.04166
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000071.AVI,EK000071.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-0.jpg,0.0699,1,0.00922,0.03984,0.6347,0.07734,0.04305
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000071.AVI,EK000071.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-0.jpg,0.0699,1,0.0358,0.02,0.5944,0.1,0.08194
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000071.AVI,EK000071.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-0.jpg,0.0699,1,0.0699,0.864,0.4569,0.07109,0.06527
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000071.AVI,EK000071.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-161.jpg,0.023,1,0.00853,0.8781,0.4583,0.05624,0.0625
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000071.AVI,EK000071.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000071-76990-161.jpg,0.023,1,0.023,0.02,0.5916,0.1015,0.08472
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000063.AVI,EK000063.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000063-96301-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000063-96301-0.jpg,0.0065,1,0.00535,0.121,0.6583,0.1749,0.1736
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000063.AVI,EK000063.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000063-96301-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000063-96301-0.jpg,0.0065,1,0.0065,0.02,0.5916,0.09921,0.09305
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000075.AVI,EK000075.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000075-90210-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000075-90210-0.jpg,0.971,1,0.971,0.08593,0.3638,0.2984,0.3583
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000075.AVI,EK000075.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000075-90210-96.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000075-90210-96.jpg,0.00861,1,0.00861,0.9242,0.5166,0.06093,0.06805
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000031.AVI,EK000031.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000031-21510-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000031-21510-0.jpg,0.897,1,0.0332,0.5468,0.5194,0.07656,0.1375
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000031.AVI,EK000031.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000031-21510-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000031-21510-0.jpg,0.897,1,0.897,0.02,0.3597,0.1679,0.1916
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000031.AVI,EK000031.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000031-21510-96.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000031-21510-96.jpg,0.843,1,0.0217,0.5468,0.518,0.08671,0.1291
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000031.AVI,EK000031.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000031-21510-96.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000031-21510-96.jpg,0.843,1,0.843,0.02,0.3625,0.1343,0.1875
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000067.AVI,EK000067.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000067-82945-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000067-82945-0.jpg,0.801,1,0.801,0.7999,0.3027,0.09453,0.1152
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000067.AVI,EK000067.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000067-82945-96.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000067-82945-96.jpg,0.00833,1,0.00833,0.5406,0.5291,0.07812,0.1263
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000059.AVI,EK000059.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000059-77922-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000059-77922-0.jpg,0.462,1,0.0365,0.7468,0.4944,0.0414,0.04305
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000059.AVI,EK000059.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000059-77922-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000059-77922-0.jpg,0.462,1,0.462,0.8843,0.4652,0.05312,0.05138
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000059.AVI,EK000059.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000059-77922-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000059-77922-161.jpg,0.109,1,0.085,0.746,0.4944,0.04374,0.04305
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000059.AVI,EK000059.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000059-77922-161.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000059-77922-161.jpg,0.109,1,0.109,0.882,0.4652,0.05312,0.05277
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-0.jpg,0.26,1,0.0063,0.2382,0.1749,0.1351,0.1222
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-0.jpg,0.26,1,0.012,0.5445,0.5444,0.04531,0.05416
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-0.jpg,0.26,1,0.0155,0.2546,0.593,0.04531,0.05694
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-0.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-0.jpg,0.26,1,0.26,0.7281,0.4666,0.05781,0.06527
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-159.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-159.jpg,0.324,1,0.00829,0.2546,0.5902,0.04921,0.05416
/home/kyra/animl-py/examples/Peru/S90/SDZG 2/EK000039.AVI,EK000039.AVI,2022-08-25 11:50:17,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-159.jpg,/home/kyra/animl-py/examples/Peru/S90/SDZG 2/Animl-Directory/Frames/EK000039-90490-159.jpg,0.324,1,0.00914,0.1867,0.9069,0.08124,0.04722
